policy,effective_policy,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,boundary_id,boundary_label,health_limit_pct,diagnostic_current_a,voltage_loss_fraction,extrapolated,boundary_order,boundary_over_calibration,scenario_id,local_seed,initial_damage_fraction,initial_damage_absolute_pct,heterogeneity_factors,guard_source,simulation_seed
order_blend_50,order_blend_50,True,True,2163.0,2166.0,3.0,36.53057665452478,0.10528686763375461,2166.0,36.55278316875956,0.0950836224017042,29,27,"(np.int64(0), np.int64(1), np.int64(2))",2163.0,2166.0,,12.226944255373816,12.193978280413637,12.131860632972112,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,19,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,19
fixed_pair,fixed_pair,True,True,2496.0,3034.0,538.0,29.350462742371107,4.8745074989276915,3034.0,35.63904445982372,1.3577175308928382,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2496.0,,3034.0,12.356930323372136,10.999212792479298,12.282901343972284,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,0,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100000
order_blend_50,order_blend_50,True,True,2681.0,2964.0,283.0,32.05599824530549,2.454851001826743,2964.0,34.9923666396257,1.799036574350449,21,19,"(np.int64(0), np.int64(2), np.int64(1))",2681.0,,2964.0,12.298582810199544,10.499546235849095,12.194237593577064,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,0,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100000
fixed_pair,fixed_pair,True,True,2219.0,2829.0,610.0,28.818608921540225,4.710523242539738,2829.0,35.47945105329731,1.1080034069984368,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2219.0,,2829.0,12.192946066984183,11.089250789657346,12.197254196655782,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,1,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100001
order_blend_50,order_blend_50,True,True,2554.0,2827.0,273.0,32.18164752517794,2.2374144600787442,2827.0,35.480744385999564,1.113798074057545,21,19,"(np.int64(0), np.int64(2), np.int64(1))",2554.0,,2827.0,12.194460481359823,11.086242915291098,12.200040989348643,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,1,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100001
fixed_pair,fixed_pair,True,True,2352.0,2940.0,588.0,28.553550202269243,4.710641789260128,2940.0,34.65030213408681,1.9319896037282156,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2352.0,,2940.0,12.193064613704573,10.26262395832701,12.194613562055226,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,2,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100002
order_blend_50,order_blend_50,True,True,2619.0,2978.0,359.0,31.42718451472947,2.595608393001866,2978.0,34.88098191221833,1.7027442643859487,25,23,"(np.int64(0), np.int64(2), np.int64(1))",2619.0,,2978.0,12.194749845710781,10.492005581324833,12.194226485182721,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,2,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100002
fixed_pair,fixed_pair,True,True,2224.0,2738.0,514.0,28.755115735392106,4.773713888863821,2738.0,34.306731313713115,2.3987777473358403,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2224.0,,2738.0,12.256136713308265,9.857358965972425,12.19323563443242,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,3,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100003
order_blend_50,order_blend_50,True,True,2634.0,2857.0,223.0,32.52612719150929,2.063817773337135,2857.0,35.02204951450064,1.562607208509279,25,23,"(np.int64(0), np.int64(2), np.int64(1))",2634.0,,2857.0,12.194966159200083,10.632358950690804,12.19472440460975,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,3,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100003
fixed_pair,fixed_pair,True,True,2570.0,3084.0,514.0,29.318917425100217,4.711902532189903,3084.0,35.395181278652124,1.189424548486409,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2570.0,,3084.0,12.194325356634348,11.005715686765683,12.195140235252092,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,4,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100004
order_blend_50,order_blend_50,True,True,2746.0,2974.0,228.0,32.201213624463065,2.2580275945049824,2974.0,34.95352546324198,1.6345702500448471,25,23,"(np.int64(0), np.int64(2), np.int64(1))",2746.0,,2974.0,12.19473068494937,10.562112264123883,12.19668251416873,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,4,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100004
fixed_pair,fixed_pair,True,True,2481.0,3059.0,578.0,29.36025129600563,4.710656815991106,3059.0,35.737387903599995,0.8421301756266928,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2481.0,,3059.0,12.19307964043555,11.351089043768877,12.19321921939557,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,5,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100005
order_blend_50,order_blend_50,True,True,2803.0,3053.0,250.0,32.877799440455284,1.8582151124096509,3053.0,35.22979891175559,1.5000719239312215,23,21,"(np.int64(0), np.int64(2), np.int64(1))",2803.0,,3053.0,12.194058623470015,10.767834182177175,12.267906106108397,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,5,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100005
fixed_pair,fixed_pair,True,True,2246.0,2860.0,614.0,28.65672077861245,4.712385624859648,2860.0,35.105887545053896,1.480125275093819,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2246.0,,2860.0,12.194808449304093,10.715476910327993,12.195602185421812,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,6,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100006
order_blend_50,order_blend_50,True,True,2451.0,2852.0,401.0,30.88911043410809,2.885823309144053,2852.0,35.04069162474005,1.5453259169629412,21,19,"(np.int64(0), np.int64(2), np.int64(1))",2451.0,,2852.0,12.195627916558852,10.65030199959591,12.19476170858529,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,6,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100006
fixed_pair,fixed_pair,True,True,2461.0,3031.0,570.0,29.843304619222774,4.948185418009025,3031.0,35.89100799114646,1.1673285083979472,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2461.0,,3031.0,12.43060824245347,11.263279734055523,12.197120014637465,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,7,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100007
order_blend_50,order_blend_50,True,True,2785.0,2959.0,174.0,33.54386244179244,1.5381455814415528,2959.0,35.35937351133522,1.2296192441655442,27,25,"(np.int64(0), np.int64(2), np.int64(1))",2785.0,,2959.0,12.197395899236236,10.967776655070692,12.194200957028297,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,7,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100007
fixed_pair,fixed_pair,True,True,2471.0,3027.0,556.0,28.643714492024255,4.711986331812991,3027.0,34.410483811726984,2.181835205370847,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2471.0,,3027.0,12.194409156257436,10.01711972504935,12.198954930420197,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,8,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100008
order_blend_50,order_blend_50,True,True,2746.0,3098.0,352.0,31.58089225360805,2.556747912776114,3098.0,34.92102449538025,1.7200580306105806,21,19,"(np.int64(0), np.int64(2), np.int64(1))",2746.0,,3098.0,12.197603956444729,10.50168125416247,12.22173928477305,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,8,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100008
fixed_pair,fixed_pair,True,True,2553.0,3093.0,540.0,28.38734686434243,4.7125815471201005,3093.0,34.77166076891352,2.174131683184644,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2553.0,,3093.0,12.195004371564545,10.201262357082166,12.37539404026681,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,9,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100009
order_blend_50,order_blend_50,True,True,2663.0,3065.0,402.0,29.67687071022044,3.5264632476909554,3065.0,34.42953280439191,2.1540395418588947,13,11,"(np.int64(0), np.int64(2), np.int64(1))",2663.0,,3065.0,12.194595744354833,10.040556202495939,12.194380857541141,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,9,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100009
fixed_pair,fixed_pair,True,True,2347.0,2901.0,554.0,29.362892965196046,4.712917163061306,2901.0,35.551792850129075,1.1916460363185557,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2347.0,,2901.0,12.19533998750575,11.082403413152385,12.27404944947094,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,10,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100010
order_blend_50,order_blend_50,True,True,2450.0,2764.0,314.0,30.99386302175344,3.091343580821926,2764.0,34.21743153086591,2.3644729496798984,15,13,"(np.int64(0), np.int64(2), np.int64(1))",2450.0,,2764.0,12.192814943988738,9.830071818598638,12.194544768278536,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,10,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100010
fixed_pair,fixed_pair,True,True,2342.0,2880.0,538.0,28.599205784415858,4.7123069130043955,2880.0,34.73025436498429,1.861019505804844,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2342.0,,2880.0,12.19472973744884,10.337252560865302,12.198272066670146,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,11,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100011
order_blend_50,order_blend_50,True,True,2579.0,2887.0,308.0,31.503048107896632,2.8211055804917926,2887.0,34.79122560796176,2.089545550079043,21,19,"(np.int64(0), np.int64(2), np.int64(1))",2579.0,,2887.0,12.343409290779936,10.253863740700893,12.193952576480935,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,11,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100011
fixed_pair,fixed_pair,True,True,2317.0,2888.0,571.0,29.210153437278873,4.71928530375186,2888.0,35.24614388658574,1.351169846399097,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2317.0,,2888.0,12.201708128196305,10.850538281797208,12.193897476592227,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,12,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100012
order_blend_50,order_blend_50,True,True,2603.0,2884.0,281.0,32.101701831370114,2.3131587203166184,2884.0,35.31315052941932,1.4344345988449518,25,23,"(np.int64(0), np.int64(2), np.int64(1))",2603.0,,2884.0,12.212656350348615,10.833029790112876,12.267464388957828,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,12,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100012
fixed_pair,fixed_pair,True,True,2342.0,2861.0,519.0,29.38861674057835,4.71304275767033,2861.0,35.413886417111726,1.1706563866105757,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2342.0,,2861.0,12.195465582114775,11.024809195504199,12.193611639492753,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,13,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100013
order_blend_50,order_blend_50,True,True,2860.0,2958.0,98.0,35.12637025544603,0.7409536295052597,2958.0,36.05867708918768,0.5811348771383695,35,33,"(np.int64(0), np.int64(2), np.int64(1))",2860.0,,2958.0,12.194537303617937,11.64150245421569,12.22263733135406,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,13,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100013
fixed_pair,fixed_pair,True,True,2454.0,3080.0,626.0,29.463346817269166,4.712199249855532,3080.0,35.50906286180972,1.075048974432324,3,1,"(np.int64(0), np.int64(2), np.int64(1))",2454.0,,3080.0,12.194622074299977,11.119695906538709,12.194744880971033,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,14,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100014
order_blend_50,order_blend_50,True,True,2702.0,3014.0,312.0,32.294317159870204,2.1642651331857667,3014.0,35.14960459061653,1.4361267809383627,21,19,"(np.int64(0), np.int64(2), np.int64(1))",2702.0,,3014.0,12.192972727862514,10.760252540907828,12.196379321846191,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,heterogeneity_gp_re_increased_perm_2,14,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100014
